player_name,team,position,assists,goals,minutes_played,red_cards,yellow_cards,season
Unai López,Rayo Vallecano,CM,0.0,0.0,45.0,0.0,1.0,s2425
Gerard Gumbau,Rayo Vallecano,CM,0.0,0.0,45.0,0.0,0.0,s2425
Jorge de Frutos,Rayo Vallecano,RM,0.0,1.0,74.0,0.0,0.0,s2425
Pathé Ciss,Rayo Vallecano,CM,1.0,0.0,16.0,0.0,0.0,s2425
Alfonso Espino,Rayo Vallecano,LB,0.0,0.0,90.0,0.0,0.0,s2425
Abdul Mumin,Rayo Vallecano,CB,1.0,0.0,90.0,0.0,0.0,s2425
Florian Lejeune,Rayo Vallecano,CB,0.0,0.0,90.0,0.0,1.0,s2425
Andrei Ratiu,Rayo Vallecano,RB,0.0,0.0,79.0,0.0,0.0,s2425
Iván Balliu,Rayo Vallecano,RB,0.0,0.0,11.0,0.0,0.0,s2425
Cárdenas,Rayo Vallecano,GK,0.0,0.0,90.0,0.0,0.0,s2425
Vedat Muriqi,Mallorca,FW,0.0,1.0,90.0,0.0,0.0,s2425
Dani Rodríguez,Mallorca,LW,1.0,0.0,66.0,0.0,0.0,s2425
Antonio Sánchez,Mallorca,RW,0.0,0.0,24.0,0.0,0.0,s2425
Takuma Asano,Mallorca,"RW,LW",0.0,0.0,71.0,0.0,0.0,s2425
Cyle Larin,Mallorca,LW,0.0,0.0,19.0,0.0,0.0,s2425
Samú Costa,Mallorca,LM,0.0,0.0,90.0,0.0,0.0,s2425
Omar Mascarell,Mallorca,CM,0.0,0.0,89.0,0.0,0.0,s2425
José Copete,Mallorca,CM,0.0,0.0,1.0,0.0,0.0,s2425
Sergi Darder,Mallorca,RM,0.0,0.0,71.0,0.0,0.0,s2425
Manu Morlanes,Mallorca,RM,0.0,0.0,19.0,0.0,0.0,s2425
Johan Mojica,Mallorca,LB,0.0,0.0,90.0,0.0,0.0,s2425
Antonio Raíllo,Mallorca,CB,0.0,0.0,90.0,0.0,0.0,s2425
Martin Valjent,Mallorca,CB,0.0,0.0,90.0,0.0,0.0,s2425
Pablo Maffeo,Mallorca,RB,0.0,0.0,90.0,0.0,1.0,s2425
Dominik Greif,Mallorca,GK,0.0,0.0,90.0,0.0,0.0,s2425
Kylian Mbappé,Real Madrid,FW,0.0,0.0,90.0,0.0,0.0,s2425
Vinícius Júnior,Real Madrid,LW,1.0,0.0,87.0,0.0,0.0,s2425
Brahim Díaz,Real Madrid,LW,0.0,0.0,3.0,0.0,0.0,s2425
Rodrygo Silva de Goes,Real Madrid,RW,0.0,1.0,90.0,0.0,0.0,s2425
Jude Bellingham,Real Madrid,LM,0.0,0.0,87.0,0.0,0.0,s2425
Arda Güler,Real Madrid,RM,0.0,0.0,3.0,0.0,0.0,s2425
Aurélien Tchouaméni,Real Madrid,CM,0.0,0.0,62.0,0.0,0.0,s2425
Luka Modrić,Real Madrid,CM,0.0,0.0,28.0,0.0,0.0,s2425
Federico Valverde,Real Madrid,"RM,LM",0.0,0.0,90.0,0.0,0.0,s2425
Ferland Mendy,Real Madrid,LB,0.0,0.0,89.0,1.0,0.0,s2425
Antonio Rüdiger,Real Madrid,CB,0.0,0.0,90.0,0.0,0.0,s2425
Éder Militão,Real Madrid,CB,0.0,0.0,90.0,0.0,0.0,s2425
Dani Carvajal,Real Madrid,RB,0.0,0.0,86.0,0.0,0.0,s2425
Lucas Vázquez,Real Madrid,RB,0.0,0.0,4.0,0.0,0.0,s2425
Thibaut Courtois,Real Madrid,GK,0.0,0.0,90.0,0.0,0.0,s2425
Mamadou Sylla,Valladolid,FW,0.0,0.0,90.0,0.0,0.0,s2425
Raúl Moro,Valladolid,LW,0.0,1.0,90.0,0.0,0.0,s2425
Amath,Valladolid,RW,1.0,0.0,69.0,0.0,0.0,s2425
Iván Sánchez,Valladolid,RW,0.0,0.0,21.0,0.0,1.0,s2425
Selim Amallah,Valladolid,CM,0.0,0.0,68.0,0.0,0.0,s2425
Víctor Meseguer,Valladolid,CM,0.0,0.0,22.0,0.0,0.0,s2425
Eray Cömert,Valladolid,"CM,CB",0.0,0.0,81.0,0.0,0.0,s2425
David Torres,Valladolid,CB,0.0,0.0,9.0,0.0,0.0,s2425
Kike Pérez,Valladolid,CM,0.0,0.0,81.0,0.0,0.0,s2425
Chuky san jose,Valladolid,CM,0.0,0.0,9.0,0.0,0.0,s2425
Lucas Oliveira Rosa,Valladolid,LB,0.0,0.0,90.0,0.0,1.0,s2425
Enzo Boyomo,Valladolid,CB,0.0,0.0,90.0,0.0,0.0,s2425
Javi Sánchez,Valladolid,CB,0.0,0.0,61.0,0.0,0.0,s2425
Stanko Jurić,Valladolid,CM,0.0,0.0,29.0,0.0,0.0,s2425
Luis Pérez,Valladolid,RB,0.0,0.0,90.0,0.0,0.0,s2425
Karl Jakob Hein,Valladolid,GK,0.0,0.0,90.0,0.0,0.0,s2425
Javi Puado,Espanyol,FW,0.0,0.0,90.0,0.0,0.0,s2425
Alejo Véliz,Espanyol,FW,0.0,0.0,69.0,0.0,0.0,s2425
Antoniu,Espanyol,LM,0.0,0.0,21.0,0.0,1.0,s2425
Pol Lozano,Espanyol,CM,0.0,0.0,56.0,0.0,0.0,s2425
Alex Král,Espanyol,CM,0.0,0.0,34.0,0.0,0.0,s2425
José Gragera,Espanyol,CM,0.0,0.0,77.0,0.0,0.0,s2425
Álvaro Aguado,Espanyol,CM,0.0,0.0,13.0,0.0,0.0,s2425
Pere Milla,Espanyol,"LM,CM",0.0,0.0,56.0,0.0,0.0,s2425
Irvin Cardona,Espanyol,"FW,LM",0.0,0.0,34.0,0.0,1.0,s2425
Carlos Romero,Espanyol,LB,0.0,0.0,90.0,0.0,0.0,s2425
Leandro Cabrera,Espanyol,CB,0.0,0.0,90.0,0.0,0.0,s2425
Sergi Gómez,Espanyol,CB,0.0,0.0,90.0,0.0,0.0,s2425
Omar El Hilali,Espanyol,"RB,CB",0.0,0.0,90.0,0.0,0.0,s2425
Álvaro Tejero,Espanyol,"RM,RB",0.0,0.0,69.0,0.0,0.0,s2425
Jofre Carreras,Espanyol,RM,0.0,0.0,21.0,0.0,0.0,s2425
Joan García,Espanyol,GK,0.0,0.0,90.0,0.0,0.0,s2425
Arnaut Danjuma,Villarreal,FW,0.0,1.0,78.0,0.0,0.0,s2425
Ayoze Pérez,Villarreal,FW,0.0,0.0,12.0,0.0,0.0,s2425
Gerard Moreno,Villarreal,FW,0.0,0.0,70.0,0.0,0.0,s2425
Nicolas Pépé,Villarreal,FW,0.0,0.0,20.0,0.0,0.0,s2425
Álex Baena,Villarreal,LM,0.0,0.0,70.0,0.0,0.0,s2425
Pape Gueye,Villarreal,CM,0.0,0.0,20.0,0.0,0.0,s2425
Santi Comesaña,Villarreal,"CM,LM",0.0,0.0,90.0,0.0,0.0,s2425
Daniel Parejo,Villarreal,CM,0.0,0.0,89.0,0.0,0.0,s2425
Ramón Terrats,Villarreal,CM,0.0,0.0,1.0,0.0,0.0,s2425
Yéremi Pino,Villarreal,RM,0.0,0.0,70.0,0.0,1.0,s2425
Ilias Akhomach,Villarreal,RM,0.0,0.0,20.0,0.0,0.0,s2425
Sergi Cardona,Villarreal,LB,0.0,0.0,90.0,0.0,0.0,s2425
Eric Bailly,Villarreal,CB,0.0,0.0,90.0,0.0,0.0,s2425
Raúl Albiol,Villarreal,CB,0.0,0.0,90.0,0.0,0.0,s2425
Kiko Femenía,Villarreal,RB,0.0,0.0,90.0,0.0,0.0,s2425
Diego Conde,Villarreal,GK,1.0,0.0,90.0,0.0,0.0,s2425
Alexander Sørloth,Atlético Madrid,FW,0.0,1.0,45.0,0.0,0.0,s2425
Ángel Correa,Atlético Madrid,FW,0.0,0.0,45.0,0.0,0.0,s2425
Samuel Lino,Atlético Madrid,"AM,WB,CM",0.0,0.0,90.0,0.0,1.0,s2425
Antoine Griezmann,Atlético Madrid,"AM,FW",1.0,0.0,77.0,0.0,0.0,s2425
Julián Álvarez,Atlético Madrid,FW,0.0,0.0,13.0,0.0,0.0,s2425
Koke,Atlético Madrid,CM,0.0,0.0,63.0,0.0,0.0,s2425
Rodrigo de Paul,Atlético Madrid,CM,0.0,0.0,27.0,0.0,0.0,s2425
Pablo Barrios,Atlético Madrid,CM,1.0,0.0,90.0,0.0,1.0,s2425
Reinildo Mandava,Atlético Madrid,WB,0.0,0.0,53.0,0.0,0.0,s2425
Nahuel Molina,Atlético Madrid,WB,0.0,0.0,37.0,0.0,0.0,s2425
Marcos Llorente,Atlético Madrid,"WB,CM",0.0,1.0,90.0,0.0,0.0,s2425
Robin Le Normand,Atlético Madrid,CB,0.0,0.0,90.0,0.0,1.0,s2425
Axel Witsel,Atlético Madrid,CB,0.0,0.0,45.0,0.0,0.0,s2425
José María Giménez,Atlético Madrid,CB,0.0,0.0,45.0,0.0,0.0,s2425
César Azpilicueta,Atlético Madrid,CB,0.0,0.0,90.0,0.0,0.0,s2425
Jan Oblak,Atlético Madrid,GK,0.0,0.0,90.0,0.0,0.0,s2425
Pablo Durán,Celta Vigo,RW,0.0,0.0,4.0,0.0,0.0,s2425
Sergio Carreira,Celta Vigo,RM,0.0,0.0,45.0,0.0,0.0,s2425
Alberto Marí,Valencia,FW,0.0,0.0,7.0,0.0,0.0,s2425
Kelechi Iheanacho,Sevilla,FW,0.0,0.0,14.0,0.0,0.0,s2425
Saúl Ñíguez,Sevilla,LM,0.0,0.0,90.0,0.0,0.0,s2425
Chidera Ejuke,Sevilla,RM,0.0,0.0,20.0,0.0,0.0,s2425
Marcão,Sevilla,CB,0.0,0.0,14.0,0.0,1.0,s2425
Loïc Badé,Sevilla,CB,0.0,0.0,90.0,0.0,0.0,s2425
Thierno Barry,Villarreal,FW,0.0,0.0,26.0,0.0,0.0,s2425
Willy Kambwala,Villarreal,CB,0.0,0.0,90.0,0.0,0.0,s2425
Pablo Ibáñez,Osasuna,CM,0.0,0.0,8.0,0.0,0.0,s2425
Nacho Vidal,Osasuna,RB,0.0,0.0,11.0,0.0,0.0,s2425
Abdón Prats,Mallorca,FW,0.0,0.0,6.0,0.0,0.0,s2425
Fermin López,Barcelona,AM,0.0,0.0,28.0,0.0,1.0,s2425
Adu Ares,Athletic Club,RW,0.0,0.0,19.0,0.0,0.0,s2425
Mikel Jauregizar,Athletic Club,DM,0.0,0.0,28.0,0.0,1.0,s2425
Brian Oliván,Espanyol,"LM,LB",0.0,0.0,23.0,0.0,0.0,s2425
Marash Kumbulla,Espanyol,CB,0.0,0.0,90.0,0.0,1.0,s2425
Umar Sadiq,Real Sociedad,FW,0.0,0.0,24.0,0.0,0.0,s2425
Pablo Marín,Real Sociedad,LM,0.0,0.0,5.0,0.0,0.0,s2425
Jon Ander Olasagasti,Real Sociedad,CM,0.0,0.0,25.0,0.0,0.0,s2425
Alberto Risco,Getafe,LW,0.0,0.0,16.0,0.0,0.0,s2425
Pedro Díaz,Rayo Vallecano,LW,0.0,0.0,6.0,0.0,0.0,s2425
Álvaro García,Rayo Vallecano,RW,0.0,0.0,27.0,0.0,0.0,s2425
Óscar Trejo,Rayo Vallecano,AM,0.0,0.0,63.0,0.0,0.0,s2425
Endrick,Real Madrid,FW,0.0,1.0,5.0,0.0,0.0,s2425
Dani Ceballos,Real Madrid,"AM,LW",0.0,0.0,6.0,0.0,0.0,s2425
Fran García,Real Madrid,LB,0.0,0.0,90.0,0.0,0.0,s2425
Marcos André,Valladolid,FW,0.0,0.0,70.0,0.0,1.0,s2425
Darwin Machís,Valladolid,LM,0.0,0.0,57.0,0.0,0.0,s2425
Mario Martín,Valladolid,DM,0.0,0.0,20.0,0.0,0.0,s2425
Óscar Rodríguez Arnaiz,Leganés,CM,1.0,0.0,86.0,0.0,0.0,s2425
Adrià Altimira,Leganés,"RM,CM",0.0,0.0,4.0,0.0,0.0,s2425
Benito Ramírez,Las Palmas,LB,0.0,0.0,13.0,0.0,0.0,s2425
Carlos Martín,Alavés,FW,0.0,0.0,30.0,0.0,0.0,s2425
Manu Sánchez,Alavés,LB,0.0,0.0,90.0,0.0,0.0,s2425
Aleksandar Sedlar,Alavés,CB,0.0,0.0,85.0,1.0,1.0,s2425
Ricardo Rodríguez,Real Betis,LB,0.0,0.0,45.0,0.0,0.0,s2425
Natan,Real Betis,CB,0.0,0.0,5.0,0.0,0.0,s2425
Rodrigo Riquelme,Atlético Madrid,LB,0.0,0.0,57.0,0.0,0.0,s2425
Conor Gallagher,Atlético Madrid,CM,0.0,0.0,33.0,0.0,0.0,s2425
Bojan Miovski,Girona,FW,0.0,0.0,32.0,0.0,0.0,s2425
Viktor Tsyhankov,Girona,RW,0.0,0.0,67.0,0.0,0.0,s2425
Logan Costa,Villarreal,CB,0.0,0.0,33.0,0.0,0.0,s2425
Alfon,Celta Vigo,RW,0.0,0.0,69.0,0.0,0.0,s2425
Marc Domenech,Mallorca,LW,0.0,0.0,9.0,0.0,0.0,s2425
Leo Román,Mallorca,GK,0.0,0.0,90.0,0.0,0.0,s2425
Albert Sambi Lokonga,Sevilla,CM,0.0,0.0,62.0,0.0,0.0,s2425
Dani Olmo,Barcelona,AM,0.0,1.0,45.0,0.0,0.0,s2425
Juanmi Latasa,Valladolid,FW,0.0,0.0,29.0,0.0,0.0,s2425
Munir El Haddadi,Leganés,LW,0.0,0.0,20.0,0.0,0.0,s2425
Jorge Sáenz,Leganés,CB,0.0,0.0,90.0,0.0,1.0,s2425
Álvaro djaló,Athletic Club,LW,0.0,0.0,57.0,0.0,0.0,s2425
Javi Martón,Athletic Club,FW,0.0,0.0,20.0,0.0,0.0,s2425
Adama Boiro,Athletic Club,LB,0.0,0.0,78.0,0.0,0.0,s2425
Óscar De Marcos,Athletic Club,RB,1.0,0.0,90.0,0.0,0.0,s2425
Julen Agirrezabala,Athletic Club,GK,0.0,0.0,90.0,0.0,0.0,s2425
César Tárrega,Valencia,CB,0.0,0.0,90.0,0.0,0.0,s2425
Jon Martin,Real Sociedad,CB,0.0,0.0,45.0,0.0,1.0,s2425
Igor Zubeldia,Real Sociedad,CB,0.0,0.0,80.0,0.0,1.0,s2425
Abderrahman Rebbach,Alavés,"LW,LM",0.0,0.0,69.0,0.0,1.0,s2425
Toni Martínez,Alavés,FW,0.0,1.0,21.0,0.0,0.0,s2425
Pica,Alavés,CB,0.0,0.0,90.0,0.0,0.0,s2425
Walid Cheddira,Espanyol,FW,0.0,0.0,27.0,0.0,0.0,s2425
Fernando Calero,Espanyol,CB,0.0,0.0,90.0,0.0,0.0,s2425
Yaser Asprilla,Girona,"RM,FW",0.0,0.0,17.0,0.0,0.0,s2425
Donny van de Beek,Girona,FW,1.0,0.0,10.0,0.0,0.0,s2425
Alejandro Francés,Girona,RB,0.0,0.0,90.0,0.0,0.0,s2425
Iker Benito,Osasuna,LW,0.0,0.0,23.0,0.0,0.0,s2425
Javi Martínez,Osasuna,DM,0.0,0.0,6.0,0.0,0.0,s2425
José Campaña,Las Palmas,DM,0.0,0.0,80.0,0.0,0.0,s2425
Pablo Torre,Barcelona,RM,0.0,0.0,8.0,0.0,0.0,s2425
Sergi Dominguez,Barcelona,CB,0.0,0.0,30.0,0.0,0.0,s2425
Cenk Özkacar,Valladolid,FW,0.0,0.0,3.0,0.0,0.0,s2425
Giuliano Simeone,Atlético Madrid,AM,0.0,0.0,7.0,0.0,0.0,s2425
Juan Musso,Atlético Madrid,GK,0.0,0.0,90.0,0.0,0.0,s2425
Roberto Navarro,Mallorca,"LM,LW,RW",0.0,0.0,29.0,0.0,1.0,s2425
Toni Lato,Mallorca,LB,0.0,0.0,71.0,0.0,0.0,s2425
Sergi Canós,Valencia,LM,0.0,0.0,9.0,0.0,0.0,s2425
Juan Bernat,Villarreal,LM,0.0,0.0,14.0,0.0,0.0,s2425
Hugo Sotelo,Celta Vigo,CM,0.0,0.0,15.0,0.0,0.0,s2425
Valentín Barco,Sevilla,"LB,WB",0.0,0.0,90.0,0.0,0.0,s2425
Stanis Idumbo,Sevilla,RW,0.0,0.0,9.0,0.0,0.0,s2425
Bertuğ Yıldırım,Getafe,FW,0.0,0.0,77.0,0.0,0.0,s2425
John Joe,Getafe,LW,0.0,0.0,6.0,0.0,0.0,s2425
Orri Steinn Óskarsson,Real Sociedad,FW,0.0,0.0,25.0,0.0,0.0,s2425
Aihen Muñoz,Real Sociedad,RB,0.0,0.0,25.0,0.0,1.0,s2425
Vitor Roque,Real Betis,FW,0.0,0.0,34.0,0.0,0.0,s2425
Assane Diao,Real Betis,RW,0.0,0.0,19.0,0.0,0.0,s2425
Iker Losada,Real Betis,AM,0.0,0.0,8.0,0.0,0.0,s2425
Giovani Lo Celso,Real Betis,AM,0.0,0.0,30.0,0.0,0.0,s2425
Héctor Bellerín,Real Betis,RB,1.0,0.0,29.0,0.0,0.0,s2425
Sébastien Haller,Leganés,FW,0.0,0.0,90.0,0.0,0.0,s2425
Matija Nastasić,Leganés,CB,0.0,0.0,45.0,0.0,0.0,s2425
Valery Fernández,Mallorca,"RM,RB",0.0,0.0,45.0,0.0,1.0,s2425
Santiago Mouriño,Alavés,"CB,DM",0.0,0.0,27.0,0.0,0.0,s2425
Joan Jordán,Alavés,"DM,RW",1.0,0.0,27.0,0.0,0.0,s2425
Gonzalo Montiel,Sevilla,"LM,FW",0.0,0.0,1.0,0.0,0.0,s2425
Gorka Rivera Alonso,Getafe,"LM,LB,CB",0.0,0.0,20.0,0.0,0.0,s2425
Juan Berrocal,Getafe,CB,0.0,0.0,89.0,0.0,0.0,s2425
Nayef Aguerd,Real Sociedad,CB,0.0,0.0,74.0,0.0,0.0,s2425
Marcos Alonso,Celta Vigo,CB,0.0,0.0,16.0,0.0,0.0,s2425
Joseph Aidoo,Celta Vigo,CB,0.0,0.0,2.0,0.0,0.0,s2425
Vicente Guaita,Celta Vigo,GK,0.0,0.0,90.0,0.0,0.0,s2425
Kenedy,Valladolid,CM,0.0,0.0,6.0,0.0,0.0,s2425
Héctor Fort,Barcelona,RB,0.0,0.0,30.0,0.0,0.0,s2425
Fabio González,Las Palmas,CM,0.0,0.0,45.0,0.0,0.0,s2425
Fábio Silva,Las Palmas,CM,0.0,0.0,28.0,0.0,0.0,s2425
Íñigo Ruíz de Galarreta,Athletic Club,DM,0.0,0.0,58.0,0.0,1.0,s2425
Germán Valera,Valencia,RM,0.0,0.0,12.0,0.0,0.0,s2425
Enzo Barrenechea,Valencia,CM,0.0,0.0,45.0,0.0,0.0,s2425
Sergi Guardiola,Rayo Vallecano,FW,0.0,0.0,4.0,0.0,0.0,s2425
James Rodríguez,Rayo Vallecano,LW,0.0,0.0,4.0,0.0,0.0,s2425
Augusto Batalla,Rayo Vallecano,GK,0.0,0.0,90.0,0.0,0.0,s2425
José Arnáiz,Osasuna,RW,0.0,0.0,15.0,0.0,0.0,s2425
Álvaro Odriozola,Real Sociedad,RB,0.0,0.0,31.0,0.0,0.0,s2425
Borja Mayoral,Getafe,FW,0.0,0.0,16.0,0.0,0.0,s2425
Unai Núñez,Athletic Club,CB,0.0,0.0,90.0,0.0,0.0,s2425
Abdulai Juma Bah,Valladolid,CB,0.0,0.0,77.0,0.0,0.0,s2425
Adnan Januzaj,Las Palmas,CM,0.0,0.0,17.0,0.0,1.0,s2425
Dario Essugo,Las Palmas,CM,0.0,0.0,73.0,0.0,0.0,s2425
Daley Sinkgraven,Las Palmas,LB,0.0,0.0,46.0,0.0,0.0,s2425
Juan Herzog,Las Palmas,CB,0.0,0.0,90.0,0.0,0.0,s2425
Juanpe,Girona,CB,0.0,0.0,90.0,0.0,1.0,s2425
Marko Dmitrović,Leganés,GK,0.0,0.0,90.0,0.0,0.0,s2425
Denis Suárez,Villarreal,LM,0.0,0.0,13.0,0.0,0.0,s2425
Iñaki Peña,Barcelona,GK,0.0,0.0,46.0,0.0,0.0,s2425
Cédric Bakambu,Real Betis,FW,0.0,0.0,22.0,0.0,0.0,s2425
Chiquinho,Mallorca,AM,0.0,0.0,15.0,0.0,0.0,s2425
Suso,Sevilla,FW,0.0,0.0,29.0,0.0,0.0,s2425
Francisco Perez,Valencia,RM,0.0,0.0,29.0,0.0,0.0,s2425
Jesús Vallejo,Real Madrid,CB,0.0,0.0,11.0,0.0,0.0,s2425
Abdoulaye Keita,Getafe,LM,0.0,0.0,28.0,0.0,0.0,s2425
Pejiño,Las Palmas,FW,0.0,0.0,16.0,0.0,0.0,s2425
Naci Ünüvar,Espanyol,"LM,LB",0.0,0.0,18.0,0.0,0.0,s2425
Pau Navarro,Villarreal,CB,0.0,0.0,17.0,0.0,0.0,s2425
Mario Maroto,Valladolid,CM,1.0,0.0,19.0,0.0,0.0,s2425
Raúl Chasco,Valladolid,LB,0.0,0.0,40.0,0.0,0.0,s2425
Álvaro Rodríguez,Getafe,FW,0.0,0.0,2.0,0.0,1.0,s2425
Jon Magunacelaya,Real Sociedad,RM,0.0,0.0,6.0,0.0,0.0,s2425
Peio Canales,Athletic Club,AM,0.0,0.0,20.0,0.0,0.0,s2425
Mateo Mejía,Sevilla,FW,0.0,0.0,11.0,0.0,0.0,s2425
Javi Galán,Atlético Madrid,LB,1.0,0.0,16.0,0.0,0.0,s2425
Pau Cabanes,Villarreal,RM,0.0,0.0,14.0,0.0,0.0,s2425
Dinko Horkaš,Las Palmas,GK,0.0,0.0,90.0,0.0,1.0,s2425
Franco Cervi,Celta Vigo,WB,0.0,0.0,12.0,0.0,0.0,s2425
Eduardo Camavinga,Real Madrid,CM,0.0,0.0,70.0,0.0,0.0,s2425
Andriy Lunin,Real Madrid,GK,0.0,0.0,90.0,0.0,0.0,s2425
Ansu Fati,Barcelona,"RW,LW",0.0,0.0,24.0,0.0,0.0,s2425
Frenkie de Jong,Barcelona,DM,0.0,0.0,10.0,0.0,0.0,s2425
Clément Lenglet,Atlético Madrid,CB,0.0,0.0,90.0,0.0,1.0,s2425
Anuar Tuhami,Valladolid,"LM,RM",0.0,1.0,88.0,0.0,0.0,s2425
Nicolás Serrano,Athletic Club,RW,0.0,0.0,18.0,0.0,0.0,s2425
Mateo Flores,Real Betis,DM,0.0,0.0,23.0,0.0,0.0,s2425
Kim Minsu,Girona,RM,0.0,0.0,19.0,0.0,0.0,s2425
Aridane Hernández,Rayo Vallecano,CB,0.0,0.0,18.0,0.0,0.0,s2425
Allan Nyom,Getafe,LM,0.0,0.0,1.0,0.0,0.0,s2425
Gavi,Barcelona,DM,0.0,0.0,8.0,0.0,0.0,s2425
Rodrigo Abajas,Valencia,LB,0.0,0.0,65.0,0.0,1.0,s2425
José Luis Gayà,Valencia,LB,1.0,0.0,25.0,0.0,0.0,s2425
Álvaro Fernández,Sevilla,GK,0.0,0.0,27.0,0.0,0.0,s2425
Silvi Clúa,Girona,CM,0.0,0.0,65.0,0.0,0.0,s2425
Papa Ba,Girona,RM,0.0,0.0,48.0,0.0,0.0,s2425
David Argüelles,Getafe,LM,0.0,0.0,7.0,0.0,0.0,s2425
Maximiliano Caufriez,Valencia,CB,0.0,0.0,90.0,0.0,0.0,s2425
Thomas Lemar,Atlético Madrid,CM,0.0,0.0,7.0,0.0,0.0,s2425
Daniel Luna,Mallorca,RM,0.0,0.0,12.0,0.0,0.0,s2425
Rafael Bauza,Espanyol,DM,0.0,0.0,61.0,0.0,1.0,s2425
Justin Smith,Espanyol,CM,0.0,0.0,29.0,0.0,0.0,s2425
Israel Domínguez,Sevilla,LW,0.0,0.0,18.0,0.0,0.0,s2425
Tadeo Allende,Celta Vigo,FW,0.0,0.0,2.0,0.0,0.0,s2425
Mihailo Ristić,Celta Vigo,LM,0.0,0.0,66.0,0.0,0.0,s2425
Raúl Asencio,Real Madrid,CB,1.0,0.0,61.0,0.0,0.0,s2425
Domingos Duarte,Getafe,CB,0.0,0.0,90.0,0.0,0.0,s2425
Ferrán Ruiz,Girona,DM,0.0,0.0,18.0,0.0,0.0,s2425
Carlos Guirao,Real Betis,DM,0.0,0.0,56.0,0.0,0.0,s2425
Mateu Morey,Mallorca,RB,0.0,0.0,85.0,0.0,0.0,s2425
Coba da Costa,Getafe,LW,0.0,0.0,45.0,0.0,0.0,s2425
Jesus Rodríguez,Real Betis,"RW,LW",0.0,0.0,82.0,0.0,0.0,s2425
