player_name,team,position,assists,goals,minutes_played,red_cards,yellow_cards,season
Yunus Musah,Valencia CF,Midfielder,,1.0,1259.0,,5.0,s2122
Yuri Berchiche,Athletic Club,Defender,2.0,1.0,1015.0,,3.0,s2122
Yusuf Demir,,,,,,,,s2122
Alejandro Balboa Bandeira,Deportivo Alavés,Midfielder,,,,,,s2122
Alejandro Blanco,,,,,,,,s2122
Alejandro Blesa,,,,,,,,s2122
Álex Collado,Granada CF,Midfielder,1.0,2.0,1025.0,,1.0,s2122
Alejandro Fernández Iglesias,Cádiz CF,Midfielder,2.0,3.0,2051.0,,2.0,s2122
Alexandre Moreno Lopera,Real Betis,Forward,3.0,5.0,2407.0,1.0,3.0,s2122
Alejandro Remiro Gargallo,Real Sociedad,Goalkeeper,,,3150.0,,1.0,s2122
Álex Sola,R. Sociedad B,Defender,1.0,2.0,1077.0,1.0,4.0,s2122
Álvaro Aguirre,Rayo Vallecano,Midfielder,,,8.0,,,s2122
Álvaro Bastida,,,,,,,,s2122
Álvaro García Rivera,Rayo Vallecano,Midfielder,4.0,7.0,3005.0,,6.0,s2122
Álvaro García,RCD Espanyol de Barcelona,Midfielder,,,,,,s2122
Álvaro José Jiménez Guerrero,UD Ibiza,Forward,,1.0,268.0,,2.0,s2122
Álvaro Negredo,Cádiz CF,Forward,2.0,7.0,2157.0,,3.0,s2122
Álvaro Odriozola,Fiorentina,Defender,1.0,1.0,1728.0,1.0,4.0,s2122
Álvaro Sanz,FC Barcelona,Midfielder,,,27.0,,,s2122
Álvaro Vadillo,Málaga CF,Forward,2.0,3.0,911.0,,3.0,s2122
Ángel Algobia,Getafe CF,Midfielder,,,,,,s2122
Ángel Correa,Atlético de Madrid,Forward,5.0,12.0,1856.0,1.0,3.0,s2122
Ángel Jiménez,Granada CF,Goalkeeper,,,,,,s2122
Ángel Montoro,Granada CF,Midfielder,1.0,1.0,1329.0,,5.0,s2122
Ángel Rodríguez,RCD Mallorca,Forward,2.0,4.0,1549.0,,4.0,s2122
Íñigo Lekue,Athletic Club,Defender,2.0,,1927.0,,3.0,s2122
Íñigo Martínez,Athletic Club,Defender,,3.0,2343.0,2.0,7.0,s2122
Óliver Torres,Sevilla FC,Midfielder,3.0,2.0,1006.0,,2.0,s2122
Óscar De Marcos,Athletic Club,Defender,2.0,1.0,1683.0,,4.0,s2122
Óscar Duarte,Levante UD,Defender,,2.0,1774.0,,5.0,s2122
Óscar Gil,RCD Espanyol de Barcelona,Defender,2.0,,1696.0,,7.0,s2122
Óscar Melendo,RCD Espanyol de Barcelona,Midfielder,,,996.0,,,s2122
Óscar Mingueza,FC Barcelona,Defender,1.0,,891.0,,2.0,s2122
Óscar Rodríguez,Getafe CF,Midfielder,1.0,,943.0,,3.0,s2122
Óscar Trejo,Rayo Vallecano,Forward,9.0,3.0,2023.0,,13.0,s2122
Óscar Valentín,Rayo Vallecano,Midfielder,,,2575.0,,8.0,s2122
Robert Lewandowski,Barcelona,  FW,5.0,15.0,1682.0,1.0,,s2223
Karim Benzema,Real Madrid,   FW,3.0,11.0,1306.0,,1.0,s2223
Antoine Griezmann,Atletico,   AM(CLR) FW,8.0,8.0,1693.0,,,s2223
Vinícius Júnior,Real Madrid,   AM(L) FW,4.0,8.0,2122.0,,8.0,s2223
Pedri,Barcelona,   AM(CL),,6.0,1634.0,,2.0,s2223
Federico Valverde,Real Madrid,   M(CLR),2.0,7.0,1960.0,,2.0,s2223
Mikel Merino,Real Sociedad,   M(C),7.0,1.0,1607.0,1.0,5.0,s2223
Joselu,Espanyol,   FW,2.0,12.0,1909.0,,3.0,s2223
Rodrygo Silva de Goes,Real Madrid,   AM(CLR) FW,5.0,4.0,1546.0,,2.0,s2223
Memphis Depay,Barcelona,   AM(CL) FW,,1.0,116.0,,,s2223
Aleix García,Girona,   DMC,5.0,1.0,2148.0,,1.0,s2223
Ousmane Dembélé,Barcelona,   AM(CLR) FW,5.0,5.0,1108.0,,4.0,s2223
Pape Gueye,Sevilla,   DMC,3.0,,433.0,1.0,1.0,s2223
Jeremías Ledesma,Cadiz,   GK,,,2250.0,,1.0,s2223
Gonzalo Escalante,Cadiz,DMC,,2.0,543.0,,2.0,s2223
Sergi Darder,Espanyol,   M(CL),2.0,4.0,2225.0,,2.0,s2223
Frenkie de Jong,Barcelona,   D(C) DMC,1.0,2.0,1693.0,,2.0,s2223
Enes Ünal,Getafe,   FW,3.0,12.0,2190.0,,4.0,s2223
José Gayà,Valencia,   D(L) M(L),2.0,1.0,1636.0,,4.0,s2223
Iago Aspas,Celta Vigo,   AM(CR) FW,3.0,11.0,2108.0,,3.0,s2223
Éder Militão,Real Madrid,   D(CR),,4.0,1668.0,,3.0,s2223
Javi Galán,Celta Vigo,   D(L) M(L),2.0,,2170.0,,2.0,s2223
Toni Kroos,Real Madrid,   M(C),3.0,2.0,1447.0,1.0,,s2223
Jordi Masip,Real Valladolid,   GK,,,1518.0,,2.0,s2223
Raphinha,Barcelona,   AM(LR) FW,4.0,6.0,1275.0,,4.0,s2223
Daniel Parejo,Villarreal,   M(C),3.0,1.0,2209.0,,3.0,s2223
Isi Palazón,Rayo Vallecano,   AM(R),5.0,5.0,1940.0,,4.0,s2223
Vedat Muriqi,Mallorca,   FW,2.0,10.0,1923.0,1.0,5.0,s2223
Brais Méndez,Real Sociedad,   AM(CR) FW,3.0,7.0,1837.0,,5.0,s2223
Sergi Guardiola,Cadiz,   FW,,2.0,287.0,,,s2223
Aurélien Tchouaméni,Real Madrid,   DMC,3.0,,1252.0,,1.0,s2223
Juan Foyth,Villarreal,   D(CR) DMC,,1.0,1082.0,,3.0,s2223
Marko Dmitrović,Sevilla,   GK,,,278.0,,2.0,s2223
Jules Koundé,Barcelona,   D(CR),2.0,,1393.0,,1.0,s2223
Gerard Moreno,Villarreal,   AM(CR) FW,2.0,6.0,1034.0,,4.0,s2223
Sergio Busquets,Barcelona,   DMC,3.0,,1563.0,1.0,4.0,s2223
Lucas Robertone,Almeria,   AM(C),5.0,1.0,1846.0,,6.0,s2223
Viktor Tsygankov,Girona,   AM(CLR),3.0,1.0,361.0,,,s2223
Alejandro Balde,Barcelona,   D(LR),4.0,,1574.0,,2.0,s2223
José Giménez,Atletico,   D(CR),,1.0,1341.0,,7.0,s2223
Andreas Christensen,Barcelona,   D(C) DMC,1.0,,1176.0,,2.0,s2223
Ramón Terrats,Villarreal,   M(C),1.0,,239.0,,,s2223
Reinildo Isnard Mandava,Atletico,   D(CL) M(L),,,1860.0,,4.0,s2223
Félix Garreta,Real Betis,   Defender,,,90.0,,,s2223
Marc-André ter Stegen,Barcelona,   GK,,,2250.0,,,s2223
Iván Villar,Celta Vigo,   GK,,,540.0,,,s2223
Gabri Veiga,Celta Vigo,   M(C),3.0,8.0,1440.0,1.0,4.0,s2223
Aitor Fernández,Osasuna,   GK,,,1170.0,,1.0,s2223
Guido Rodríguez,Real Betis,   DMC,,,1708.0,,6.0,s2223
Lee Kang-In,Mallorca,   AM(CLR) FW,4.0,3.0,1873.0,,6.0,s2223
Yeray Álvarez,Athletic Bilbao,   D(C),1.0,1.0,1720.0,1.0,5.0,s2223
Álvaro Morata,Atletico,   AM(L) FW,1.0,10.0,1326.0,,3.0,s2223
Alexander Sørloth,Real Sociedad,   AM(R) FW,1.0,9.0,1600.0,,4.0,s2223
David García,Osasuna,   D(C),,2.0,1942.0,1.0,7.0,s2223
Jordi Alba,Barcelona,   D(L) M(L),3.0,1.0,1002.0,1.0,2.0,s2223
Vinicius Souza,Espanyol,   DMC,,,1985.0,1.0,5.0,s2223
Gavi,Barcelona,   AM(CL),2.0,1.0,1632.0,,5.0,s2223
Gerard Piqué,Barcelona,   D(C),,,383.0,1.0,3.0,s2223
Álvaro García,Rayo Vallecano,   AM(L),2.0,4.0,1935.0,,4.0,s2223
Takefusa Kubo,Real Sociedad,   AM(CLR) FW,3.0,4.0,1603.0,,2.0,s2223
Loïc Badé,Sevilla,   D(C),,,538.0,,1.0,s2223
Álex Moreno,Real Betis,   D(L) M(L),3.0,,1350.0,,1.0,s2223
Ronald Araújo,Barcelona,   D(CR),1.0,,1033.0,1.0,5.0,s2223
Eric García,Barcelona,   D(C),,1.0,911.0,,3.0,s2223
Thibaut Courtois,Real Madrid,   GK,,,1710.0,,,s2223
Iza Carcelén,Cadiz,   D(R),1.0,,1420.0,3.0,2.0,s2223
Nico Williams,Athletic Bilbao,   AM(LR),4.0,4.0,1916.0,,1.0,s2223
Samuel Chukwueze,Villarreal,   AM(CR),5.0,3.0,1394.0,,1.0,s2223
Fernando Pacheco,Espanyol,   GK,,,360.0,,,s2223
William Carvalho,Real Betis,   DMC,,2.0,1614.0,1.0,5.0,s2223
André Almeida,Valencia,   M(C),3.0,2.0,1582.0,,2.0,s2223
Luka Modrić,Real Madrid,   M(C),3.0,4.0,1339.0,,5.0,s2223
Anuar Tuhami,Real Valladolid,   AM(C),,1.0,212.0,,1.0,s2223
Pau Torres,Villarreal,   D(C),,,1980.0,,9.0,s2223
Samuel Lino,Valencia,   AM(LR) FW,1.0,2.0,2056.0,,3.0,s2223
Borja García,Girona,   AM(CL),,1.0,447.0,,1.0,s2223
Eduardo Camavinga,Real Madrid,   D(L) DMC,1.0,,1267.0,,4.0,s2223
Iker Muniain,Athletic Bilbao,   AM(CLR),3.0,,1296.0,,2.0,s2223
Dani Vivian,Athletic Bilbao,   D(C),,1.0,1534.0,,5.0,s2223
Germán Pezzella,Real Betis,   D(C),,,1702.0,2.0,2.0,s2223
Aitor Ruibal,Real Betis,   D(R) M(LR),,,1081.0,,3.0,s2223
Luis Suárez,Almeria,   AM(L) FW,1.0,2.0,651.0,,2.0,s2223
Marcos Llorente,Atletico,   D(R) M(CR) FW,1.0,1.0,1372.0,,3.0,s2223
Diego Rico,Real Sociedad,   D(CL) M(L),,,1467.0,,3.0,s2223
Florian Lejeune,Rayo Vallecano,   D(C),,4.0,1941.0,1.0,4.0,s2223
David López,Girona,   D(C) DMC,1.0,2.0,1070.0,,3.0,s2223
Juan Miranda,Real Betis,   D(L),,1.0,538.0,,,s2223
Alexander Isak,Real Sociedad,   FW,,1.0,154.0,,,s2223
Moi Gómez,Osasuna,   M(CLR),2.0,1.0,2030.0,,4.0,s2223
David Silva,Real Sociedad,   M(CLR) FW,3.0,1.0,1239.0,,2.0,s2223
Alfonso Pedraza,Villarreal,   D(L) M(L),1.0,,950.0,,1.0,s2223
Eray Cömert,Valencia,   D(C),,1.0,1438.0,1.0,4.0,s2223
Antonio Raíllo,Mallorca,   D(C),1.0,1.0,2160.0,,8.0,s2223
Pablo Maffeo,Mallorca,   D(R) M(R),3.0,1.0,1923.0,1.0,4.0,s2223
David Soria,Getafe,   GK,,,2250.0,,1.0,s2223
Dani Ceballos,Real Madrid,   M(CL),1.0,,805.0,,3.0,s2223
Sergi Roberto,Barcelona,   D(R) M(CR),1.0,3.0,869.0,,2.0,s2223
Iñaki Williams,Athletic Bilbao,   AM(CLR) FW,2.0,5.0,1784.0,,1.0,s2223
Omar Alderete,Getafe,   D(C),1.0,,1081.0,,5.0,s2223
Unai Núñez,Celta Vigo,   D(C),,,2070.0,,6.0,s2223
Yuri Berchiche,Athletic Bilbao,   D(L) M(L),1.0,1.0,1238.0,1.0,4.0,s2223
Álex Berenguer,Athletic Bilbao,   D(LR) M(CLR) FW,1.0,3.0,1624.0,,,s2223
Robin Le Normand,Real Sociedad,   D(C),,,1805.0,,4.0,s2223
Alejandro Catena,Rayo Vallecano,   D(C),1.0,1.0,2070.0,1.0,7.0,s2223
Marcos Acuña,Sevilla,   D(CL) M(CL),1.0,2.0,1240.0,1.0,7.0,s2223
Íñigo Martínez,Athletic Bilbao,   D(C),,,990.0,,1.0,s2223
Stefan Savic,Atletico,   D(C),,,1496.0,2.0,4.0,s2223
Carlos García,Cadiz,   Defender,1.0,,24.0,,,s2223
Sergio Canales,Real Betis,   M(CLR),2.0,4.0,1565.0,1.0,2.0,s2223
Borja Iglesias,Real Betis,   FW,3.0,11.0,1692.0,1.0,1.0,s2223
Joseph Aidoo,Celta Vigo,   D(C),,2.0,2234.0,,4.0,s2223
Darwin Machís,Real Valladolid,   AM(LR),1.0,,366.0,,1.0,s2223
Iván Fresneda,Real Valladolid,   D(R),,,948.0,,1.0,s2223
El Bilal Touré,Almeria,   FW,2.0,6.0,1180.0,,,s2223
Rui Silva,Real Betis,   GK,,,1710.0,,2.0,s2223
Martín Zubimendi,Real Sociedad,   DMC,2.0,1.0,2051.0,,8.0,s2223
Ezequiel Ávila,Osasuna,   AM(LR) FW,2.0,7.0,1416.0,1.0,7.0,s2223
Fernando Martínez,Almeria,   GK,,,2116.0,,2.0,s2223
Santi Comesaña,Rayo Vallecano,   M(C),,1.0,1482.0,,4.0,s2223
Raúl Albiol,Villarreal,   D(C),,,1970.0,,6.0,s2223
Gonzalo Plata,Real Valladolid,   AM(R),4.0,,1328.0,,,s2223
Marco Asensio,Real Madrid,   AM(CLR) FW,3.0,5.0,680.0,,1.0,s2223
Óscar Valentín,Rayo Vallecano,   DMC,,,1585.0,,7.0,s2223
Igor Zubeldia,Real Sociedad,   D(C) DMC,1.0,1.0,1619.0,,4.0,s2223
Youssouf Sabaly,Real Betis,   D(LR) M(R),,,1185.0,,1.0,s2223
Martin Braithwaite,Espanyol,   AM(CLR) FW,1.0,8.0,1644.0,1.0,3.0,s2223
Edgar Badia,Elche,   GK,,,2250.0,,2.0,s2223
Thierry Correia,Valencia,   D(R) M(R),,,1482.0,,3.0,s2223
Oihan Sancet,Athletic Bilbao,   M(C) FW,,8.0,1683.0,1.0,2.0,s2223
Giovanni González,Mallorca,   D(R),2.0,,702.0,,4.0,s2223
Justin Kluivert,Valencia,   AM(LR),,4.0,882.0,,2.0,s2223
Álex Remiro,Real Sociedad,   GK,,,2250.0,,1.0,s2223
Fran García,Rayo Vallecano,   D(L),2.0,,2239.0,,1.0,s2223
Ferland Mendy,Real Madrid,   D(L) M(L),1.0,,1134.0,,2.0,s2223
Lucas Rosa,Real Valladolid,   Defender,,,577.0,,1.0,s2223
Cyle Larin,Real Valladolid,   AM(LR) FW,,4.0,423.0,,2.0,s2223
Edgar González,Real Betis,   D(C) DMC,,,1144.0,1.0,4.0,s2223
Jan Oblak,Atletico,   GK,,,2043.0,,1.0,s2223
Koke,Atletico,   M(CLR),3.0,,1537.0,,4.0,s2223
Nabil Fekir,Real Betis,   AM(CLR) FW,2.0,2.0,970.0,1.0,5.0,s2223
Nemanja Gudelj,Sevilla,   D(C) M(C),,3.0,1874.0,,6.0,s2223
Yeremy Pino,Villarreal,   AM(LR),1.0,3.0,1481.0,,3.0,s2223
Oriol Romeu,Girona,   DMC,,1.0,1875.0,,6.0,s2223
Arnau Martinez,Girona,   D(R),2.0,2.0,1670.0,,7.0,s2223
Álex Collado,Elche,   AM(CR),1.0,1.0,542.0,,1.0,s2223
Gonzalo Melero,Almeria,   M(C) FW,3.0,2.0,1095.0,,3.0,s2223
Brian Oliván,Espanyol,   D(CL),5.0,1.0,1922.0,,6.0,s2223
Luiz Henrique,Real Betis,   AM(LR),1.0,1.0,1309.0,,5.0,s2223
Sergio Escudero,Real Valladolid,   D(L) M(L),,,885.0,,3.0,s2223
Joaquín Fernández,Real Valladolid,   D(C) DMC,,1.0,1467.0,,3.0,s2223
Rodrigo de Paul,Atletico,   AM(CLR) FW,2.0,1.0,1057.0,,4.0,s2223
Andriy Lunin,Real Madrid,   GK,,,540.0,,,s2223
Geoffrey Kondogbia,Atletico,   D(C) DMC,2.0,,960.0,,4.0,s2223
Sergio Camello,Rayo Vallecano,   FW,3.0,5.0,1777.0,,1.0,s2223
Giorgi Mamardashvili,Valencia,   GK,,,2250.0,,2.0,s2223
Lucas Torró,Osasuna,   DMC,,,1834.0,,8.0,s2223
Alfonso Espino,Cadiz,   D(L),3.0,,2043.0,,6.0,s2223
Aridane Hernández,Osasuna,   D(C),,,864.0,,,s2223
Óliver Torres,Sevilla,   M(CLR),1.0,3.0,1645.0,,1.0,s2223
Predrag Rajkovic,Mallorca,   GK,,,2250.0,,3.0,s2223
Mikel Vesga,Athletic Bilbao,   DMC,2.0,2.0,1735.0,,3.0,s2223
Yannick Carrasco,Atletico,   D(L) M(CLR) FW,,2.0,1341.0,,1.0,s2223
Javi Sánchez,Real Valladolid,   D(C),,1.0,1689.0,,9.0,s2223
Dani Rodríguez,Mallorca,   AM(CLR),3.0,3.0,1500.0,,7.0,s2223
Adrián Embarba,Almeria,   AM(CLR) FW,3.0,1.0,894.0,1.0,3.0,s2223
Lucas Boyé,Elche,   AM(L) FW,2.0,3.0,1610.0,1.0,4.0,s2223
Julen Agirrezabala,Athletic Bilbao,   GK,,,315.0,,,s2223
Óscar Trejo,Rayo Vallecano,   M(CLR) FW,3.0,2.0,1547.0,,8.0,s2223
Íñigo Lekue,Athletic Bilbao,   D(LR) M(LR),1.0,,1255.0,,1.0,s2223
Claudio Bravo,Real Betis,   GK,,,540.0,,1.0,s2223
Federico Fernández,Elche,   D(C),,,90.0,,,s2223
Nahuel Molina,Atletico,   D(R) M(R),1.0,,1737.0,1.0,5.0,s2223
Jawad El Yamiq,Real Valladolid,   D(C),,,922.0,1.0,,s2223
Óscar De Marcos,Athletic Bilbao,   D(LR) M(CR),4.0,,1887.0,,4.0,s2223
Íñigo Ruíz de Galarreta,Mallorca,   DMC,,,1660.0,,7.0,s2223
Luis Pérez,Real Valladolid,   D(R),1.0,,884.0,,2.0,s2223
Álvaro Aceves,Real Valladolid,   Goalkeeper,,,12.0,,,s2223
Mario Hermoso,Atletico,   D(CL),,2.0,983.0,2.0,1.0,s2223
Mouctar Diakhaby,Valencia,   D(C),,2.0,1459.0,1.0,4.0,s2223
Thomas Lemar,Atletico,   AM(CLR),2.0,,824.0,,,s2223
Étienne Capoue,Villarreal,   D(C) M(CL),,,1470.0,,1.0,s2223
David Alaba,Real Madrid,   D(CL) M(CL),3.0,1.0,1546.0,,3.0,s2223
Nacho Fernandez,Real Madrid,   D(CLR),1.0,,861.0,,4.0,s2223
Pablo Barrios,Atletico,   Midfielder,1.0,,421.0,,1.0,s2223
Óscar Plano,Real Valladolid,   AM(CLR) FW,1.0,1.0,1677.0,,3.0,s2223
Álex Sola,Real Sociedad,   D(R),,,340.0,,1.0,s2223
Umar Sadiq,Real Sociedad,   FW,,1.0,83.0,,,s2223
Memphis Depay,Atletico,   AM(CL) FW,,3.0,194.0,,1.0,s2223
Stole Dimitrievski,Rayo Vallecano,   GK,,,2160.0,,3.0,s2223
Antonio Rüdiger,Real Madrid,   D(CR),,1.0,1509.0,,1.0,s2223
Giovani Lo Celso,Villarreal,   M(CR) FW,,1.0,531.0,,2.0,s2223
Kike Pérez,Real Valladolid,   M(C),2.0,,1555.0,,5.0,s2223
Marcos Alonso,Barcelona,   D(CL) M(L),,1.0,674.0,,1.0,s2223
Axel Witsel,Atletico,   D(C) M(C),,,1387.0,,2.0,s2223
Valentín Castellanos,Girona,   AM(R) FW,,6.0,1840.0,,7.0,s2223
Santiago Bueno,Girona,   D(C),1.0,,2148.0,1.0,4.0,s2223
Luis Milla,Getafe,   DMC,,,1286.0,1.0,2.0,s2223
Jorge Cuenca,Villarreal,   D(C),,,355.0,,1.0,s2223
Lucas Vázquez,Real Madrid,   D(R) M(R),,2.0,490.0,,1.0,s2223
Ayoze Pérez,Real Betis,   AM(CLR) FW,,,347.0,,,s2223
Álex Baena,Villarreal,   AM(CL),1.0,4.0,1293.0,1.0,10.0,s2223
José Copete,Mallorca,   D(C),,,1459.0,,7.0,s2223
Suso,Sevilla,   AM(CLR) FW,1.0,1.0,565.0,,1.0,s2223
Paulo Gazzaniga,Girona,   GK,,,1350.0,,3.0,s2223
Marcão,Sevilla,   D(C),,,360.0,,2.0,s2223
Léo Baptistão,Almeria,   AM(CLR) FW,2.0,3.0,1191.0,,6.0,s2223
César Montes,Espanyol,   D(C),,,585.0,,3.0,s2223
Jaume Costa,Mallorca,   D(LR) M(L),1.0,,1791.0,,7.0,s2223
Daniel Carvajal,Real Madrid,   D(R),2.0,,1366.0,,4.0,s2223
Isco,Sevilla,   M(CLR) FW,2.0,,803.0,,5.0,s2223
Rubén Alcaraz,Cadiz,   DMC,,2.0,1263.0,1.0,6.0,s2223
Rodrigo Riquelme,Girona,   AM(CL),2.0,4.0,1581.0,,1.0,s2223
Samu Castillejo,Valencia,   AM(CLR),,3.0,1119.0,,6.0,s2223
Omar Mascarell,Elche,   DMC,,,1910.0,,6.0,s2223
Sergio Herrera,Osasuna,   GK,,,1080.0,,3.0,s2223
Franco Cervi,Celta Vigo,   AM(CL),2.0,,1406.0,1.0,,s2223
Manu Sánchez,Osasuna,   D(L),1.0,,1118.0,,1.0,s2223
Andrés Guardado,Real Betis,   D(L) M(CL),1.0,1.0,882.0,,4.0,s2223
Iván Sánchez,Real Valladolid,   AM(CR),,1.0,947.0,,,s2223
Cenk Özkacar,Valencia,   D(C),,,688.0,,1.0,s2223
Hugo Mallo,Celta Vigo,   D(CR) M(R),,,1389.0,,5.0,s2223
Asier Illarramendi,Real Sociedad,   M(C),,1.0,662.0,,3.0,s2223
Domingos Duarte,Getafe,   D(C),2.0,,2106.0,1.0,8.0,s2223
Rubén Sobrino,Cadiz,   AM(CLR) FW,1.0,2.0,1466.0,,6.0,s2223
Yan Couto,Girona,   D(R) M(R),1.0,,682.0,,1.0,s2223
Damián Suárez,Getafe,   D(R) M(R),,1.0,1052.0,,2.0,s2223
Fernando Francisco Reges,Sevilla,   D(C) DMC,,,1148.0,1.0,2.0,s2223
Haris Seferovic,Celta Vigo,   AM(LR) FW,,1.0,257.0,,1.0,s2223
Martín Montoya,Real Betis,   D(LR) M(R),,,186.0,,,s2223
Monchu,Real Valladolid,   DMC,1.0,1.0,1205.0,,7.0,s2223
Juanmi,Real Betis,   AM(CLR) FW,,4.0,694.0,,3.0,s2223
Unai Simón,Athletic Bilbao,   GK,,,1936.0,,1.0,s2223
Pere Milla,Elche,   AM(CLR) FW,1.0,6.0,1238.0,,5.0,s2223
Théo Bongonda,Cadiz,   AM(LR),2.0,2.0,1079.0,,,s2223
Gerard Gumbau,Elche,   DMC,4.0,,1682.0,,9.0,s2223
Diego Mariño,Almeria,   GK,,,45.0,,,s2223
José Gragera,Espanyol,   Midfielder,,,215.0,,1.0,s2223
Aïssa Mandi,Villarreal,   D(CLR),,,438.0,,,s2223
Rodri,Real Betis,   AM(CLR),1.0,2.0,1090.0,,,s2223
Leandro Cabrera,Espanyol,   D(CL),,,1829.0,2.0,4.0,s2223
Aimar Oroz,Osasuna,   AM(C),1.0,3.0,1165.0,,5.0,s2223
Iván Balliu,Rayo Vallecano,   D(R) M(R),,,2183.0,,5.0,s2223
Ivo Grbic,Atletico,   GK,,,207.0,,1.0,s2223
Alex Telles,Sevilla,   D(L) M(L),2.0,,924.0,,4.0,s2223
Ansu Fati,Barcelona,   AM(L) FW,3.0,3.0,925.0,,2.0,s2223
Bryan Gil,Sevilla,   AM(CLR),1.0,1.0,269.0,,1.0,s2223
César de la Hoz,Almeria,   DMC,,1.0,1112.0,,5.0,s2223
Agustín Marchesín,Celta Vigo,   GK,,,1710.0,,3.0,s2223
Edu Expósito,Espanyol,   M(C),2.0,2.0,958.0,,3.0,s2223
Martin Valjent,Mallorca,   D(C),,,1759.0,,7.0,s2223
Víctor Ruiz,Real Betis,   D(C),,,550.0,,,s2223
Juan Iglesias,Getafe,   D(LR) M(R),,1.0,1473.0,,4.0,s2223
Hugo Guillamón,Valencia,   D(C) DMC,4.0,1.0,1435.0,,5.0,s2223
Ivan Rakitic,Sevilla,   M(C),2.0,1.0,1159.0,1.0,3.0,s2223
Edinson Cavani,Valencia,   AM(LR) FW,1.0,5.0,957.0,,4.0,s2223
Brian Ocampo,Cadiz,   AM(L),1.0,1.0,1129.0,,2.0,s2223
Gastón Álvarez,Getafe,   D(L),,2.0,814.0,1.0,4.0,s2223
Youssef En-Nesyri,Sevilla,   FW,,5.0,1012.0,,3.0,s2223
Haissem Hassan,Villarreal,   Forward,,,23.0,,,s2223
Samú Costa,Almeria,   M(C),,1.0,1241.0,,3.0,s2223
Rubén Sánchez,Espanyol,   M(R),2.0,,583.0,,1.0,s2223
Roque Mesa,Real Valladolid,   DMC,1.0,2.0,1247.0,1.0,6.0,s2223
Djené Dakonam,Getafe,   D(C),1.0,,1899.0,,7.0,s2223
Mauro Arambarri,Getafe,   DMC,1.0,,831.0,1.0,2.0,s2223
Nacho Vidal,Osasuna,   D(R),,,916.0,,2.0,s2223
Sergio Akieme,Almeria,   D(L),,1.0,2118.0,,5.0,s2223
Rubén García,Osasuna,   AM(CLR) FW,2.0,1.0,708.0,,2.0,s2223
Nico González,Valencia,   DMC,,1.0,610.0,,,s2223
Luiz Felipe,Real Betis,   D(C),,,1037.0,3.0,1.0,s2223
Óscar Rodríguez,Celta Vigo,   AM(CLR),,2.0,1288.0,,5.0,s2223
Álvaro Aguado,Real Valladolid,   M(C),2.0,1.0,1264.0,,3.0,s2223
Ante Budimir,Osasuna,   FW,,2.0,1111.0,,2.0,s2223
Borja Mayoral,Getafe,   FW,1.0,6.0,2055.0,,4.0,s2223
Mikel Oyarzabal,Real Sociedad,   AM(CLR) FW,1.0,2.0,573.0,,,s2223
Fali,Cadiz,   D(C) DMC,,,1277.0,,5.0,s2223
Pablo Ibáñez,Osasuna,   M(C),1.0,,429.0,,,s2223
Aritz Elustondo,Real Sociedad,   D(CR),1.0,,1031.0,1.0,4.0,s2223
Ander Barrenetxea,Real Sociedad,   M(LR),,1.0,403.0,,3.0,s2223
Yunus Musah,Valencia,   AM(CR),2.0,,1638.0,,8.0,s2223
Yangel Herrera,Girona,   M(C),2.0,2.0,779.0,,2.0,s2223
Jørgen Strand Larsen,Celta Vigo,   FW,3.0,2.0,1227.0,,3.0,s2223
Saúl Ñíguez,Atletico,   D(CL) M(CLR),1.0,1.0,640.0,,7.0,s2223
Lucas Olaza,Real Valladolid,   D(L) M(L),1.0,,1206.0,,3.0,s2223
Fran Beltrán,Celta Vigo,   DMC,1.0,,2015.0,,4.0,s2223
Miguel Gutiérrez,Girona,   D(L),2.0,1.0,1700.0,,6.0,s2223
Kike Barja,Osasuna,   AM(LR),2.0,1.0,559.0,,1.0,s2223
Óscar Gil,Espanyol,   D(R),1.0,,1607.0,,9.0,s2223
Ferrán Torres,Barcelona,   AM(LR) FW,,2.0,987.0,1.0,4.0,s2223
Gorka Guruzeta,Athletic Bilbao,   FW,,5.0,664.0,,1.0,s2223
Momo Cho,Real Sociedad,   FW,2.0,,345.0,,1.0,s2223
Sergi Gómez,Espanyol,   D(CR),,,1526.0,1.0,,s2223
Clerc,Elche,   D(L) M(L),1.0,,1583.0,,1.0,s2223
Ángel Correa,Atletico,   AM(CLR) FW,,5.0,949.0,1.0,1.0,s2223
Jon Pacheco,Real Sociedad,   D(C),,,767.0,,2.0,s2223
Álvaro Negredo,Cadiz,   FW,2.0,1.0,557.0,,,s2223
Toni Villa,Girona,   AM(CLR),2.0,1.0,661.0,,2.0,s2223
Álvaro Fernández,Espanyol,   GK,,,990.0,,,s2223
Erik Lamela,Sevilla,   AM(CLR) FW,,4.0,1301.0,1.0,6.0,s2223
Tinotenda Kadewere,Mallorca,   AM(R) FW,,1.0,380.0,,,s2223
Denis Suárez,Espanyol,   M(CLR),,,311.0,,,s2223
Abdessamad Ezzalzouli,Osasuna,   AM(L),2.0,1.0,855.0,1.0,1.0,s2223
Alejandro Pozo,Almeria,   D(R) M(R),2.0,,1122.0,,,s2223
Nicolas Jackson,Villarreal,   FW,2.0,2.0,796.0,,1.0,s2223
Yassine Bounou,Sevilla,   GK,,,1974.0,,2.0,s2223
Dani García,Athletic Bilbao,   DMC,1.0,,838.0,,3.0,s2223
